Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P49003	BMP5_MOUSE	reviewed	Bone morphogenetic protein 5 (BMP-5)	Bmp5 Bmp-5	Mus musculus (Mouse)	452
Q80ZU7	BPIB3_MOUSE	reviewed	BPI fold-containing family B member 3 (Ligand-binding protein RYA3) (Long palate, lung and nasal epithelium carcinoma-associated protein 3)	Bpifb3 Lplunc3 Rya3	Mus musculus (Mouse)	473
A2BGH0	BPIB4_MOUSE	reviewed	BPI fold-containing family B member 4 (Long palate, lung and nasal epithelium carcinoma-associated protein 4)	Bpifb4 Gm1006 Lplunc4	Mus musculus (Mouse)	617
Q0Q236	BSPH2_MOUSE	reviewed	Binder of sperm protein homolog 2	Bsph2	Mus musculus (Mouse)	131
Q02105	C1QC_MOUSE	reviewed	Complement C1q subcomponent subunit C	C1qc C1qg	Mus musculus (Mouse)	246
Q9QXP7	C1QT1_MOUSE	reviewed	Complement C1q tumor necrosis factor-related protein 1 (Putative secreted protein ZSIG37)	C1qtnf1 Zsig37	Mus musculus (Mouse)	281
Q8CJ69	BMPER_MOUSE	reviewed	BMP-binding endothelial regulator protein (Bone morphogenetic protein-binding endothelial cell precursor-derived regulator) (Protein crossveinless-2) (mCV2)	Bmper Cv2	Mus musculus (Mouse)	685
Q8CEI1	BOLA3_MOUSE	reviewed	BolA-like protein 3	Bola3	Mus musculus (Mouse)	110
O88992	C1QRF_MOUSE	reviewed	C1q-related factor (C1q and tumor necrosis factor-related protein 14) (C1q/TNF-related protein 14) (CTRP14) (Complement component 1 Q subcomponent-like 1)	C1ql1 C1qrf Crf Ctrp14	Mus musculus (Mouse)	258
Q9D8U4	C1QT2_MOUSE	reviewed	Complement C1q tumor necrosis factor-related protein 2 (mCTRP2)	C1qtnf2 Crtp2	Mus musculus (Mouse)	294
Q3UZ09	C1RL_MOUSE	reviewed	Complement C1r subcomponent-like protein (C1r-LP) (C1r-like protein) (EC 3.4.21.-)	C1rl C1rlp	Mus musculus (Mouse)	482
Q99N23	CAH15_MOUSE	reviewed	Carbonic anhydrase 15 (EC 4.2.1.1) (Carbonate dehydratase XV) (Carbonic anhydrase XV) (CA-XV)	Ca15 Car15	Mus musculus (Mouse)	324
P20722	BMP6_MOUSE	reviewed	Bone morphogenetic protein 6 (BMP-6) (VG-1-related protein) (VGR-1)	Bmp6 Bmp-6 Vgr1	Mus musculus (Mouse)	510
Q499E0	BRNP3_MOUSE	reviewed	BMP/retinoic acid-inducible neural-specific protein 3	Brinp3 Fam5c	Mus musculus (Mouse)	766
P98086	C1QA_MOUSE	reviewed	Complement C1q subcomponent subunit A	C1qa	Mus musculus (Mouse)	245
Q9ESN4	C1QL3_MOUSE	reviewed	Complement C1q-like protein 3 (C1q and tumor necrosis factor-related protein 13) (C1q/TNF-related protein 13) (CTRP13) (Gliacolin)	C1ql3 C1ql Ctrp13	Mus musculus (Mouse)	255
Q8K479	C1QT5_MOUSE	reviewed	Complement C1q tumor necrosis factor-related protein 5	C1qtnf5 Ctrp5	Mus musculus (Mouse)	243
P08607	C4BPA_MOUSE	reviewed	C4b-binding protein (C4bp)	C4bpa C4bp	Mus musculus (Mouse)	469
P70160	CALC_MOUSE	reviewed	Calcitonin	Calca Calc	Mus musculus (Mouse)	136
P24452	CAPG_MOUSE	reviewed	Macrophage-capping protein (Actin regulatory protein CAP-G) (Actin-capping protein GCAP39) (Myc basic motif homolog 1)	Capg Mbh1	Mus musculus (Mouse)	352
P21275	BMP4_MOUSE	reviewed	Bone morphogenetic protein 4 (BMP-4) (Bone morphogenetic protein 2B) (BMP-2B)	Bmp4 Bmp-4 Dvr-4	Mus musculus (Mouse)	408
Q9D8S9	BOLA1_MOUSE	reviewed	BolA-like protein 1	Bola1	Mus musculus (Mouse)	137
Q9D9J8	BPIA3_MOUSE	reviewed	BPI fold-containing family A member 3 (Short palate, lung and nasal epithelium carcinoma-associated protein 3)	Bpifa3 Splunc3	Mus musculus (Mouse)	232
Q61114	BPIB1_MOUSE	reviewed	BPI fold-containing family B member 1 (Long palate, lung and nasal epithelium carcinoma-associated protein 1)	Bpifb1 Lplunc1	Mus musculus (Mouse)	474
Q05928	BTC_MOUSE	reviewed	Probetacellulin [Cleaved into: Betacellulin (BTC)]	Btc Bcn	Mus musculus (Mouse)	177
O35658	C1QBP_MOUSE	reviewed	Complement component 1 Q subcomponent-binding protein, mitochondrial (GC1q-R protein) (Glycoprotein gC1qBP) (C1qBP)	C1qbp Gc1qbp	Mus musculus (Mouse)	278
Q8R066	C1QT4_MOUSE	reviewed	Complement C1q tumor necrosis factor-related protein 4	C1qtnf4	Mus musculus (Mouse)	326
Q4ZJN1	C1QT9_MOUSE	reviewed	Complement C1q and tumor necrosis factor-related protein 9	C1qtnf9	Mus musculus (Mouse)	333
Q8R2K8	CA054_MOUSE	reviewed	Uncharacterized protein C1orf54 homolog (Protein L259)		Mus musculus (Mouse)	148
O70354	CAH11_MOUSE	reviewed	Carbonic anhydrase-related protein 11 (CA-RP XI) (CA-XI) (CARP XI) (Carbonic anhydrase-related protein 2) (CA-RP II) (CARP-2)	Ca11 Car11 Carp2	Mus musculus (Mouse)	328
Q99JA0	CALCA_MOUSE	reviewed	Calcitonin gene-related peptide 1 (Alpha-type CGRP) (Calcitonin gene-related peptide I) (CGRP-I)	Calca Calc	Mus musculus (Mouse)	128
Q9R229	BMP10_MOUSE	reviewed	Bone morphogenetic protein 10 (BMP-10)	Bmp10	Mus musculus (Mouse)	421
Q9DB72	BTBDH_MOUSE	reviewed	BTB/POZ domain-containing protein 17 (Galectin-3-binding protein-like)	Btbd17	Mus musculus (Mouse)	478
Q2VLH6	C163A_MOUSE	reviewed	Scavenger receptor cysteine-rich type 1 protein M130 (CD antigen CD163) [Cleaved into: Soluble CD163 (sCD163)]	Cd163 M130	Mus musculus (Mouse)	1121
Q9ES30	C1QT3_MOUSE	reviewed	Complement C1q tumor necrosis factor-related protein 3 (Collagenous repeat-containing sequence 26 kDa protein) (CORS26) (Secretory protein CORS26)	C1qtnf3 Cors26 Ctrp3	Mus musculus (Mouse)	246
Q6IR41	C1QT6_MOUSE	reviewed	Complement C1q tumor necrosis factor-related protein 6	C1qtnf6	Mus musculus (Mouse)	264
O35887	CALU_MOUSE	reviewed	Calumenin (Crocalbin)	Calu	Mus musculus (Mouse)	315
P56388	CART_MOUSE	reviewed	Cocaine- and amphetamine-regulated transcript protein [Cleaved into: CART(1-52); CART(55-102); CART(62-102)]	Cartpt Cart	Mus musculus (Mouse)	129
Q91ZF2	CAT7_MOUSE	reviewed	Cathepsin 7 (EC 3.4.22.-) (Cathepsin 1)	Cts7 Cts1 Epcs24	Mus musculus (Mouse)	331
P10605	CATB_MOUSE	reviewed	Cathepsin B (EC 3.4.22.1) (Cathepsin B1) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain]	Ctsb	Mus musculus (Mouse)	339
Q9CQX3	BPIA5_MOUSE	reviewed	BPI fold-containing family A member 5 (BPI fold-containing family A member Pluncl) (Palate lung and nasal carcinoma-like protein) (Short palate lung and nasal clone protein 5) (Tongue plunc-like protein) (TPL)	Bpifa5 Pluncl Splunc5	Mus musculus (Mouse)	270
Q8C1E1	BPIB2_MOUSE	reviewed	BPI fold-containing family B member 2 (Bactericidal/permeability-increasing protein-like 1)	Bpifb2 Bpil1	Mus musculus (Mouse)	462
Q67E05	BPI_MOUSE	reviewed	Bactericidal permeability-increasing protein (BPI)	Bpi	Mus musculus (Mouse)	483
Q8CIF4	BTD_MOUSE	reviewed	Biotinidase (Biotinase) (EC 3.5.1.12)	Btd	Mus musculus (Mouse)	520
Q4ZJM9	C1QL4_MOUSE	reviewed	Complement C1q-like protein 4 (C1q and tumor necrosis factor-related protein 11) (C1q/TNF-related protein 11) (C1qTNF11) (CTRP11)	C1ql4 C1qtnf11 Ctrp11	Mus musculus (Mouse)	238
Q8R4H4	CBPA5_MOUSE	reviewed	Carboxypeptidase A5 (EC 3.4.17.-)	Cpa5	Mus musculus (Mouse)	436
Q9JHH6	CBPB2_MOUSE	reviewed	Carboxypeptidase B2 (EC 3.4.17.20) (Carboxypeptidase R) (CPR) (Carboxypeptidase U) (CPU) (Thrombin-activable fibrinolysis inhibitor) (TAFI)	Cpb2 Tafi	Mus musculus (Mouse)	422
Q00493	CBPE_MOUSE	reviewed	Carboxypeptidase E (CPE) (EC 3.4.17.10) (Carboxypeptidase H) (CPH) (Enkephalin convertase) (Prohormone-processing carboxypeptidase)	Cpe	Mus musculus (Mouse)	476
Q8C7V8	CC134_MOUSE	reviewed	Coiled-coil domain-containing protein 134	Ccdc134	Mus musculus (Mouse)	229
Q3UW26	BSPH1_MOUSE	reviewed	Binder of sperm protein homolog 1 (Bovine seminal plasma protein homolog 1) (Bovine seminal plasma protein-like 1)	Bsph1 Gm767	Mus musculus (Mouse)	133
P51437	CAMP_MOUSE	reviewed	Cathelicidin antimicrobial peptide (Cathelin-like protein) (CLP) [Cleaved into: Cathelin-related antimicrobial peptide (Cramp)]	Camp Cnlp Cramp	Mus musculus (Mouse)	172
P10598	CASB_MOUSE	reviewed	Beta-casein	Csn2 Csnb	Mus musculus (Mouse)	231
Q504N0	CBPA2_MOUSE	reviewed	Carboxypeptidase A2 (EC 3.4.17.15)	Cpa2	Mus musculus (Mouse)	417
Q6P8K8	CBPA4_MOUSE	reviewed	Carboxypeptidase A4 (EC 3.4.17.-)	Cpa4	Mus musculus (Mouse)	420
Q8BIS8	CC126_MOUSE	reviewed	Coiled-coil domain-containing protein 126	Ccdc126	Mus musculus (Mouse)	140
Q9D9B0	CCD70_MOUSE	reviewed	Coiled-coil domain-containing protein 70	Ccdc70	Mus musculus (Mouse)	223
P14106	C1QB_MOUSE	reviewed	Complement C1q subcomponent subunit B	C1qb	Mus musculus (Mouse)	253
Q8CFR0	C1QL2_MOUSE	reviewed	Complement C1q-like protein 2 (C1q and tumor necrosis factor-related protein 10) (C1q/TNF-related protein 10) (C1qTNF10) (CTRP10)	C1ql2 C1qtnf10 Ctrp10	Mus musculus (Mouse)	287
Q8BVD7	C1QT7_MOUSE	reviewed	Complement C1q tumor necrosis factor-related protein 7	C1qtnf7 Ctrp7	Mus musculus (Mouse)	289
P18761	CAH6_MOUSE	reviewed	Carbonic anhydrase 6 (EC 4.2.1.1) (Carbonate dehydratase VI) (Carbonic anhydrase VI) (CA-VI) (Salivary carbonic anhydrase) (Secreted carbonic anhydrase)	Ca6 Car6	Mus musculus (Mouse)	317
P19228	CASA1_MOUSE	reviewed	Alpha-S1-casein (Alpha-casein)	Csn1s1 Csn1 Csna	Mus musculus (Mouse)	313
P06796	CASK_MOUSE	reviewed	Kappa-casein	Csn3 Csn10 Csnk	Mus musculus (Mouse)	181
Q9JHG0	CBLN3_MOUSE	reviewed	Cerebellin-3	Cbln3	Mus musculus (Mouse)	197
Q9Z1X0	CCL27_MOUSE	reviewed	C-C motif chemokine 27 (CC chemokine ILC) (Cutaneous T-cell-attracting chemokine) (CTACK) (ESkine) (IL-11 R-alpha-locus chemokine) (ALP) (mILC) (Skinkine) (Small-inducible cytokine A27)	Ccl27 Ilc Scya27	Mus musculus (Mouse)	120
Q3UR78	CD048_MOUSE	reviewed	Neuropeptide-like protein C4orf48 homolog	Gm1673	Mus musculus (Mouse)	90
Q99MP3	CALCB_MOUSE	reviewed	Calcitonin gene-related peptide 2 (Beta-type CGRP) (Calcitonin gene-related peptide II) (CGRP-II)	Calcb	Mus musculus (Mouse)	130
Q8BME9	CBLN4_MOUSE	reviewed	Cerebellin-4 (Cerebellin-like glycoprotein 1)	Cbln4 Cblnl1	Mus musculus (Mouse)	198
Q9WVJ3	CBPQ_MOUSE	reviewed	Carboxypeptidase Q (EC 3.4.17.-) (Hematopoietic lineage switch 2) (Plasma glutamate carboxypeptidase)	Cpq Hls2 Pgcp	Mus musculus (Mouse)	470
P86792	CC21B_MOUSE	reviewed	C-C motif chemokine 21b (6Ckine) (Beta-chemokine exodus-2) (Small-inducible cytokine A21b) (Thymus-derived chemotactic agent 4) (TCA4)	Ccl21b Scya21 Scya21b	Mus musculus (Mouse)	133
O88430	CCL22_MOUSE	reviewed	C-C motif chemokine 22 (Activated B and dendritic cell-derived) (CC chemokine ABCD-1) (Small-inducible cytokine A22)	Ccl22 Abcd1 Scya22	Mus musculus (Mouse)	92
P51670	CCL9_MOUSE	reviewed	C-C motif chemokine 9 (CCF18) (Macrophage inflammatory protein 1-gamma) (MIP-1-gamma) (Macrophage inflammatory protein-related protein 2) (MRP-2) (Small-inducible cytokine A9) [Cleaved into: CCL9(29-101); CCL9(30-101); CCL9(31-101)]	Ccl9 Mrp2 Scya10 Scya9	Mus musculus (Mouse)	122
P70343	CASP4_MOUSE	reviewed	Caspase-4 (CASP-4) (EC 3.4.22.64) (Caspase-11) (CASP-11) (Protease ICH-3) [Cleaved into: Caspase-4 subunit p10; Caspase-4 subunit p20]	Casp4 Casp11 Caspl Ich3	Mus musculus (Mouse)	373
Q9JJN5	CBPN_MOUSE	reviewed	Carboxypeptidase N catalytic chain (CPN) (EC 3.4.17.3) (Carboxypeptidase N polypeptide 1) (Carboxypeptidase N small subunit)	Cpn1	Mus musculus (Mouse)	457
Q62401	CCL12_MOUSE	reviewed	C-C motif chemokine 12 (MCP-1-related chemokine) (Monocyte chemoattractant protein 5) (Monocyte chemotactic protein 5) (MCP-5) (Small-inducible cytokine A12)	Ccl12 Mcp5 Scya12	Mus musculus (Mouse)	104
O89093	CCL20_MOUSE	reviewed	C-C motif chemokine 20 (Beta-chemokine exodus-1) (CC chemokine LARC) (CC chemokine ST38) (Liver and activation-regulated chemokine) (Macrophage inflammatory protein 3 alpha) (MIP-3-alpha) (Small-inducible cytokine A20)	Ccl20 Larc Scya20	Mus musculus (Mouse)	97
P27784	CCL6_MOUSE	reviewed	C-C motif chemokine 6 (Protein C10) (Small-inducible cytokine A6) [Cleaved into: CCL6(22-95); CCL6(23-95)]	Ccl6 C10 Scya6	Mus musculus (Mouse)	116
Q9Z121	CCL8_MOUSE	reviewed	C-C motif chemokine 8 (Monocyte chemoattractant protein 2) (Monocyte chemotactic protein 2) (MCP-2) (Small-inducible cytokine A8)	Ccl8 Mcp2 Scya8	Mus musculus (Mouse)	97
P30882	CCL5_MOUSE	reviewed	C-C motif chemokine 5 (MuRantes) (SIS-delta) (Small-inducible cytokine A5) (T-cell-specific protein RANTES)	Ccl5 Scya5	Mus musculus (Mouse)	91
P10810	CD14_MOUSE	reviewed	Monocyte differentiation antigen CD14 (Myeloid cell-specific leucine-rich glycoprotein) (CD antigen CD14)	Cd14	Mus musculus (Mouse)	366
Q61400	CEAMA_MOUSE	reviewed	Carcinoembryonic antigen-related cell adhesion molecule 10 (CEA-related cell adhesion molecule 10) (CEA10) (Carcinoembryonic antigen 10)	Ceacam10 Cea10	Mus musculus (Mouse)	265
P18242	CATD_MOUSE	reviewed	Cathepsin D (EC 3.4.23.5)	Ctsd	Mus musculus (Mouse)	410
Q06770	CBG_MOUSE	reviewed	Corticosteroid-binding globulin (CBG) (Serpin A6) (Transcortin)	Serpina6 Cbg	Mus musculus (Mouse)	397
P86793	CC21C_MOUSE	reviewed	C-C motif chemokine 21c (6Ckine) (Beta-chemokine exodus-2) (Small-inducible cytokine A21c) (Thymus-derived chemotactic agent 4) (TCA4)	Ccl21c Scya21c	Mus musculus (Mouse)	133
P09240	CCKN_MOUSE	reviewed	Cholecystokinin (CCK) [Cleaved into: Cholecystokinin-33 (CCK33); Cholecystokinin-12 (CCK12); Cholecystokinin-8 (CCK8)]	Cck	Mus musculus (Mouse)	115
P48298	CCL11_MOUSE	reviewed	Eotaxin (C-C motif chemokine 11) (Eosinophil chemotactic protein) (Small-inducible cytokine A11)	Ccl11 Scya11	Mus musculus (Mouse)	97
P10855	CCL3_MOUSE	reviewed	C-C motif chemokine 3 (Heparin-binding chemotaxis protein) (L2G25B) (Macrophage inflammatory protein 1-alpha) (MIP-1-alpha) (SIS-alpha) (Small-inducible cytokine A3) (TY-5)	Ccl3 Mip1a Scya3	Mus musculus (Mouse)	92
Q03366	CCL7_MOUSE	reviewed	C-C motif chemokine 7 (Intercrine/chemokine MARC) (Monocyte chemoattractant protein 3) (Monocyte chemotactic protein 3) (MCP-3) (Protein FIC) (Small-inducible cytokine A7)	Ccl7 Fic Mcp3 Scya7	Mus musculus (Mouse)	97
Q7TPC1	CDSN_MOUSE	reviewed	Corneodesmosin	Cdsn	Mus musculus (Mouse)	561
Q9DAY5	CF120_MOUSE	reviewed	UPF0669 protein C6orf120 homolog		Mus musculus (Mouse)	185
P97766	CFC1_MOUSE	reviewed	Cryptic protein	Cfc1	Mus musculus (Mouse)	202
Q9D9H8	CB069_MOUSE	reviewed	UPF0565 protein C2orf69 homolog		Mus musculus (Mouse)	365
Q8BGU2	CBLN2_MOUSE	reviewed	Cerebellin-2	Cbln2	Mus musculus (Mouse)	224
Q5U901	CBPA6_MOUSE	reviewed	Carboxypeptidase A6 (EC 3.4.17.-)	Cpa6	Mus musculus (Mouse)	438
Q8R4V4	CBPZ_MOUSE	reviewed	Carboxypeptidase Z (CPZ) (EC 3.4.17.-)	Cpz	Mus musculus (Mouse)	654
P84444	CC21A_MOUSE	reviewed	C-C motif chemokine 21a (6Ckine) (Beta-chemokine exodus-2) (Small-inducible cytokine A21a) (Thymus-derived chemotactic agent 4) (TCA4)	Ccl21a Scya21 Scya21a	Mus musculus (Mouse)	133
Q3MI99	CCBE1_MOUSE	reviewed	Collagen and calcium-binding EGF domain-containing protein 1 (Full of fluid protein homolog)	Ccbe1 Kiaa1983	Mus musculus (Mouse)	408
O35903	CCL25_MOUSE	reviewed	C-C motif chemokine 25 (Chemokine TECK) (Small-inducible cytokine A25) (Thymus-expressed chemokine)	Ccl25 Scya25 Teck	Mus musculus (Mouse)	144
Q9JIL2	CCL28_MOUSE	reviewed	C-C motif chemokine 28 (Small-inducible cytokine A28)	Ccl28 Scya28	Mus musculus (Mouse)	130
P41731	CD63_MOUSE	reviewed	CD63 antigen (CD antigen CD63)	Cd63	Mus musculus (Mouse)	238
Q3V2D2	CE046_MOUSE	reviewed	Uncharacterized protein C5orf46 homolog	Gm94	Mus musculus (Mouse)	93
P03953	CFAD_MOUSE	reviewed	Complement factor D (EC 3.4.21.46) (28 kDa adipocyte protein) (Adipsin) (C3 convertase activator) (Properdin factor D)	Cfd Adn Df	Mus musculus (Mouse)	259
Q8R1U2	CGRE1_MOUSE	reviewed	Cell growth regulator with EF hand domain protein 1 (Cell growth regulatory gene 11 protein) (Hydrophobestin)	Cgref1 Cgr11	Mus musculus (Mouse)	281
Q9R171	CBLN1_MOUSE	reviewed	Cerebellin-1 (Brain protein D3) (Precerebellin) [Cleaved into: Cerebellin (CER); [des-Ser1]-cerebellin (des-Ser1-cerebellin)]	Cbln1	Mus musculus (Mouse)	193
Q7TPZ8	CBPA1_MOUSE	reviewed	Carboxypeptidase A1 (EC 3.4.17.1)	Cpa1	Mus musculus (Mouse)	419
Q8R2G6	CCD80_MOUSE	reviewed	Coiled-coil domain-containing protein 80 (Up-regulated in BRS-3 deficient mouse)	Ccdc80 Urb	Mus musculus (Mouse)	949
Q9JKC0	CCL24_MOUSE	reviewed	C-C motif chemokine 24 (Eosinophil chemotactic protein 2) (Eotaxin-2) (Small-inducible cytokine A24)	Ccl24 Scya24	Mus musculus (Mouse)	119
P10148	CCL2_MOUSE	reviewed	C-C motif chemokine 2 (Monocyte chemoattractant protein 1) (Monocyte chemotactic protein 1) (MCP-1) (Platelet-derived growth factor-inducible protein JE) (Small-inducible cytokine A2)	Ccl2 Je Mcp1 Scya2	Mus musculus (Mouse)	148
P14097	CCL4_MOUSE	reviewed	C-C motif chemokine 4 (Immune activation protein 2) (ACT-2) (ACT2) (Macrophage inflammatory protein 1-beta) (MIP-1-beta) (Protein H400) (SIS-gamma) (Small-inducible cytokine A4)	Ccl4 Mip1b Scya4	Mus musculus (Mouse)	92
P05208	CEL2A_MOUSE	reviewed	Chymotrypsin-like elastase family member 2A (EC 3.4.21.71) (Elastase-2) (Elastase-2A)	Cela2a Ela-2 Ela2 Ela2a	Mus musculus (Mouse)	271
Q64285	CEL_MOUSE	reviewed	Bile salt-activated lipase (BAL) (EC 3.1.1.13) (EC 3.1.1.3) (Bile salt-stimulated lipase) (BSSL) (Carboxyl ester lipase) (Cholesterol esterase) (Pancreatic lysophospholipase) (Sterol esterase)	Cel Lip1	Mus musculus (Mouse)	599
Q8R043	CF001_MOUSE	reviewed	Uncharacterized protein C6orf1 homolog		Mus musculus (Mouse)	75
Q91XA9	CHIA_MOUSE	reviewed	Acidic mammalian chitinase (AMCase) (EC 3.2.1.14) (YNL)	Chia Chia1	Mus musculus (Mouse)	473
Q9D6Y1	CCDC3_MOUSE	reviewed	Coiled-coil domain-containing protein 3 (Fat/vessel-derived secretory protein) (Favine)	Ccdc3	Mus musculus (Mouse)	273
O70460	CCL19_MOUSE	reviewed	C-C motif chemokine 19 (Epstein-Barr virus-induced molecule 1 ligand chemokine) (EBI1 ligand chemokine) (ELC) (Small-inducible cytokine A19)	Ccl19 Elc Scya19	Mus musculus (Mouse)	108
P27548	CD40L_MOUSE	reviewed	CD40 ligand (CD40-L) (T-cell antigen Gp39) (TNF-related activation protein) (TRAP) (Tumor necrosis factor ligand superfamily member 5) (CD antigen CD154) [Cleaved into: CD40 ligand, membrane form; CD40 ligand, soluble form]	Cd40lg Cd40l Tnfsf5	Mus musculus (Mouse)	260
P40240	CD9_MOUSE	reviewed	CD9 antigen (CD antigen CD9)	Cd9	Mus musculus (Mouse)	226
E9QA28	CEA16_MOUSE	reviewed	Carcinoembryonic antigen-related cell adhesion molecule 16	Ceacam16	Mus musculus (Mouse)	426
Q8BM15	CF015_MOUSE	reviewed	Uncharacterized protein C6orf15 homolog (Extracellular matrix protein with prion homology) (Emprin) (Protein STG)	Stg	Mus musculus (Mouse)	349
Q61362	CH3L1_MOUSE	reviewed	Chitinase-3-like protein 1 (BRP39 protein) (Breast regression protein 39) (Cartilage glycoprotein 39) (CGP-39) (GP-39)	Chi3l1 Brp39 Chil1	Mus musculus (Mouse)	389
Q8BQH6	CDCP2_MOUSE	reviewed	CUB domain-containing protein 2	Cdcp2	Mus musculus (Mouse)	427
Q91X79	CELA1_MOUSE	reviewed	Chymotrypsin-like elastase family member 1 (EC 3.4.21.36) (Elastase-1)	Cela1 Ela1	Mus musculus (Mouse)	266
Q8BI06	CEMIP_MOUSE	reviewed	Cell migration-inducing and hyaluronan-binding protein (EC 3.2.1.35) (Protein 12H19.01.T7)	Cemip Kiaa1199	Mus musculus (Mouse)	1361
Q03311	CHLE_MOUSE	reviewed	Cholinesterase (EC 3.1.1.8) (Acylcholine acylhydrolase) (Butyrylcholine esterase) (Choline esterase II) (Pseudocholinesterase)	Bche	Mus musculus (Mouse)	603
Q9Z0E2	CHRD_MOUSE	reviewed	Chordin	Chrd	Mus musculus (Mouse)	948
Q9QWK4	CD5L_MOUSE	reviewed	CD5 antigen-like (Apoptosis inhibitor expressed by macrophages) (mAIM) (Apoptosis inhibitory 6) (SP-alpha)	Cd5l Aim Api6	Mus musculus (Mouse)	352
Q8CC36	CDNF_MOUSE	reviewed	Cerebral dopamine neurotrophic factor (ARMET-like protein 1) (Conserved dopamine neurotrophic factor)	Cdnf Armetl1	Mus musculus (Mouse)	187
Q6ZQ11	CHSS1_MOUSE	reviewed	Chondroitin sulfate synthase 1 (EC 2.4.1.175) (EC 2.4.1.226) (Chondroitin glucuronyltransferase 1) (Chondroitin synthase 1) (ChSy-1) (Glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase 1) (N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase 1) (N-acetylgalactosaminyltransferase 1)	Chsy1 Kiaa0990	Mus musculus (Mouse)	800
Q6DFW0	CI072_MOUSE	reviewed	Protein C9orf72 homolog		Mus musculus (Mouse)	420
Q8CF31	CK094_MOUSE	reviewed	Uncharacterized protein C11orf94 homolog		Mus musculus (Mouse)	99
Q6Q473	CLA4A_MOUSE	reviewed	Calcium-activated chloride channel regulator 4A (EC 3.4.-.-) (Calcium-activated chloride channel regulator 6) (mClca6) [Cleaved into: Calcium-activated chloride channel regulator 4A, 110 kDa form; Calcium-activated chloride channel regulator 4A, 30 kDa form]	Clca4a Clca6	Mus musculus (Mouse)	924
Q9QZM3	CLCF1_MOUSE	reviewed	Cardiotrophin-like cytokine factor 1 (B-cell-stimulating factor 3) (BSF-3) (Novel neurotrophin-1) (NNT-1)	Clcf1 Bsf3 Nnt1	Mus musculus (Mouse)	225
O55233	CER1_MOUSE	reviewed	Cerberus (Cerberus-like protein) (Cer-l) (Cerberus-related protein)	Cer1 Cerl Cerr1	Mus musculus (Mouse)	272
P06909	CFAH_MOUSE	reviewed	Complement factor H (Protein beta-1-H)	Cfh Hf1	Mus musculus (Mouse)	1234
Q61129	CFAI_MOUSE	reviewed	Complement factor I (EC 3.4.21.45) (C3B/C4B inactivator) [Cleaved into: Complement factor I heavy chain; Complement factor I light chain]	Cfi If	Mus musculus (Mouse)	603
Q9D9P8	CG034_MOUSE	reviewed	Uncharacterized protein C7orf34 homolog		Mus musculus (Mouse)	108
O35744	CHIL3_MOUSE	reviewed	Chitinase-like protein 3 (EC 3.2.1.52) (Beta-N-acetylhexosaminidase Ym1) (Chitinase-3-like protein 3) (ECF-L) (Eosinophil chemotactic cytokine) (Secreted protein Ym1)	Chil3 Chi3l3 Ym1	Mus musculus (Mouse)	398
Q61147	CERU_MOUSE	reviewed	Ceruloplasmin (EC 1.16.3.1) (Ferroxidase)	Cp	Mus musculus (Mouse)	1061
P04186	CFAB_MOUSE	reviewed	Complement factor B (EC 3.4.21.47) (C3/C5 convertase) [Cleaved into: Complement factor B Ba fragment; Complement factor B Bb fragment]	Cfb Bf H2-Bf	Mus musculus (Mouse)	761
O88200	CLC11_MOUSE	reviewed	C-type lectin domain family 11 member A (Lymphocyte secreted C-type lectin) (Stem cell growth factor)	Clec11a Scgf	Mus musculus (Mouse)	328
E9Q7T7	CHADL_MOUSE	reviewed	Chondroadherin-like protein	Chadl SLRR4B	Mus musculus (Mouse)	748
O55226	CHAD_MOUSE	reviewed	Chondroadherin (Cartilage leucine-rich protein)	Chad	Mus musculus (Mouse)	358
Q922Q9	CHID1_MOUSE	reviewed	Chitinase domain-containing protein 1	Chid1	Mus musculus (Mouse)	393
Q91Z98	CHIL4_MOUSE	reviewed	Chitinase-like protein 4 (Chitinase-3-like protein 4) (Secreted protein Ym2)	Chil4 Chi3l4 Ym2	Mus musculus (Mouse)	402
Q9D7Q1	CHIT1_MOUSE	reviewed	Chitotriosidase-1 (EC 3.2.1.14) (Chitinase-1)	Chit1	Mus musculus (Mouse)	464
Q9D7Z6	CLCA1_MOUSE	reviewed	Calcium-activated chloride channel regulator 1 (EC 3.4.-.-) (Calcium-activated chloride channel family member 3) (mCLCA3) (Protein gob-5)	Clca1 Clca3 Gob5	Mus musculus (Mouse)	913
Q3ZRW6	CLUL1_MOUSE	reviewed	Clusterin-like protein 1	Clul1	Mus musculus (Mouse)	464
Q69Z26	CNTN4_MOUSE	reviewed	Contactin-4 (Brain-derived immunoglobulin superfamily protein 2) (BIG-2)	Cntn4 Kiaa3024	Mus musculus (Mouse)	1026
Q0VG49	CO061_MOUSE	reviewed	Uncharacterized protein C15orf61 homolog		Mus musculus (Mouse)	157
Q01149	CO1A2_MOUSE	reviewed	Collagen alpha-2(I) chain (Alpha-2 type I collagen)	Col1a2 Cola2	Mus musculus (Mouse)	1372
P02463	CO4A1_MOUSE	reviewed	Collagen alpha-1(IV) chain [Cleaved into: Arresten]	Col4a1	Mus musculus (Mouse)	1669
